TPP000:	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
TPP001:	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	37777, 7777, 1777, 377, 77, 17, 3, 0
	.word	37777, 7777, 1777, 377, 77, 17, 3, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
TPP002:	.word	177774, 3, 3, 3, 3, 3, 3, 3
	.word	3, 3, 0, 17, 363, 37403, 3, 0
	.word	37703, 60, 60, 60, 60, 0, 37760, 60
	.word	60, 60, 14, 14, 3, 3, 3, 3
TPP003:	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
TPP004:	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 1777, 17, 0
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177700, 170000, 0
TPP005:	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
TPP006:	.word	177774, 177760, 177700, 177400, 176000, 170000, 140000, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177774, 177760, 177700, 177400, 176000, 170000, 140000, 0
TPP007:	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
	.word	0, 0, 0, 0, 0, 0, 0, 0
TPP008:	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	1777, 176377, 177477, 177777, 177703, 177774, 177774, 177763
TPP009:	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177717, 177477, 176377, 176377, 1777, 177777, 177777, 177777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
TPP010:	.word	7777, 171777, 176077, 177717, 177717, 177717, 177763, 177774
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
	.word	177760, 177717, 177477, 171477, 146377, 37777, 37777, 37777
	.word	177777, 177777, 177777, 177777, 177777, 177777, 177777, 177777
